user_id,model,channel,credit,credit_percentage,num_touches
21,last_click,tiktok,100.0,100.0,3
21,linear,facebook,33.333333333333336,33.333333333333336,3
21,linear,email,33.333333333333336,33.333333333333336,3
21,linear,tiktok,33.333333333333336,33.333333333333336,3
21,time_decay,facebook,14.285714285714285,14.285714285714285,3
21,time_decay,email,28.57142857142857,28.57142857142857,3
21,time_decay,tiktok,57.14285714285714,57.14285714285714,3
21,position_based,facebook,40.0,40.0,3
21,position_based,email,19.999999999999996,19.999999999999996,3
21,position_based,tiktok,40.0,40.0,3
30,last_click,organic,100.0,100.0,2
30,linear,instagram,50.0,50.0,2
30,linear,organic,50.0,50.0,2
30,time_decay,instagram,33.33333333333333,33.33333333333333,2
30,time_decay,organic,66.66666666666666,66.66666666666666,2
30,position_based,instagram,50.0,50.0,2
30,position_based,organic,50.0,50.0,2
33,last_click,instagram,100.0,100.0,6
33,linear,email,16.666666666666668,16.666666666666668,6
33,linear,instagram,16.666666666666668,16.666666666666668,6
33,linear,instagram,16.666666666666668,16.666666666666668,6
33,linear,tiktok,16.666666666666668,16.666666666666668,6
33,linear,tiktok,16.666666666666668,16.666666666666668,6
33,linear,instagram,16.666666666666668,16.666666666666668,6
33,time_decay,email,1.5873015873015872,1.5873015873015872,6
33,time_decay,instagram,3.1746031746031744,3.1746031746031744,6
33,time_decay,instagram,6.349206349206349,6.349206349206349,6
33,time_decay,tiktok,12.698412698412698,12.698412698412698,6
33,time_decay,tiktok,25.396825396825395,25.396825396825395,6
33,time_decay,instagram,50.79365079365079,50.79365079365079,6
33,position_based,email,40.0,40.0,6
33,position_based,instagram,4.999999999999999,4.999999999999999,6
33,position_based,instagram,4.999999999999999,4.999999999999999,6
33,position_based,tiktok,4.999999999999999,4.999999999999999,6
33,position_based,tiktok,4.999999999999999,4.999999999999999,6
33,position_based,instagram,40.0,40.0,6
48,last_click,display,100.0,100.0,7
48,linear,instagram,14.285714285714286,14.285714285714286,7
48,linear,display,14.285714285714286,14.285714285714286,7
48,linear,google_search,14.285714285714286,14.285714285714286,7
48,linear,instagram,14.285714285714286,14.285714285714286,7
48,linear,email,14.285714285714286,14.285714285714286,7
48,linear,email,14.285714285714286,14.285714285714286,7
48,linear,display,14.285714285714286,14.285714285714286,7
48,time_decay,instagram,0.7874015748031495,0.7874015748031495,7
48,time_decay,display,1.574803149606299,1.574803149606299,7
48,time_decay,google_search,3.149606299212598,3.149606299212598,7
48,time_decay,instagram,6.299212598425196,6.299212598425196,7
48,time_decay,email,12.598425196850393,12.598425196850393,7
48,time_decay,email,25.196850393700785,25.196850393700785,7
48,time_decay,display,50.39370078740157,50.39370078740157,7
48,position_based,instagram,40.0,40.0,7
48,position_based,display,3.999999999999999,3.9999999999999996,7
48,position_based,google_search,3.999999999999999,3.9999999999999996,7
48,position_based,instagram,3.999999999999999,3.9999999999999996,7
48,position_based,email,3.999999999999999,3.9999999999999996,7
48,position_based,email,3.999999999999999,3.9999999999999996,7
48,position_based,display,40.0,40.0,7
57,last_click,email,100.0,100.0,4
57,linear,facebook,25.0,25.0,4
57,linear,tiktok,25.0,25.0,4
57,linear,tiktok,25.0,25.0,4
57,linear,email,25.0,25.0,4
57,time_decay,facebook,6.666666666666667,6.666666666666667,4
57,time_decay,tiktok,13.333333333333334,13.333333333333334,4
57,time_decay,tiktok,26.666666666666668,26.666666666666668,4
57,time_decay,email,53.333333333333336,53.333333333333336,4
57,position_based,facebook,40.0,40.0,4
57,position_based,tiktok,9.999999999999998,9.999999999999998,4
57,position_based,tiktok,9.999999999999998,9.999999999999998,4
57,position_based,email,40.0,40.0,4
67,last_click,display,100.0,100.0,3
67,linear,facebook,33.333333333333336,33.333333333333336,3
67,linear,tiktok,33.333333333333336,33.333333333333336,3
67,linear,display,33.333333333333336,33.333333333333336,3
67,time_decay,facebook,14.285714285714285,14.285714285714285,3
67,time_decay,tiktok,28.57142857142857,28.57142857142857,3
67,time_decay,display,57.14285714285714,57.14285714285714,3
67,position_based,facebook,40.0,40.0,3
67,position_based,tiktok,19.999999999999996,19.999999999999996,3
67,position_based,display,40.0,40.0,3
68,last_click,google_search,100.0,100.0,5
68,linear,facebook,20.0,20.0,5
68,linear,email,20.0,20.0,5
68,linear,organic,20.0,20.0,5
68,linear,display,20.0,20.0,5
68,linear,google_search,20.0,20.0,5
68,time_decay,facebook,3.225806451612903,3.225806451612903,5
68,time_decay,email,6.451612903225806,6.451612903225806,5
68,time_decay,organic,12.903225806451612,12.903225806451612,5
68,time_decay,display,25.806451612903224,25.806451612903224,5
68,time_decay,google_search,51.61290322580645,51.61290322580645,5
68,position_based,facebook,40.0,40.0,5
68,position_based,email,6.666666666666665,6.666666666666665,5
68,position_based,organic,6.666666666666665,6.666666666666665,5
68,position_based,display,6.666666666666665,6.666666666666665,5
68,position_based,google_search,40.0,40.0,5
69,last_click,tiktok,100.0,100.0,9
69,linear,tiktok,11.11111111111111,11.11111111111111,9
69,linear,facebook,11.11111111111111,11.11111111111111,9
69,linear,email,11.11111111111111,11.11111111111111,9
69,linear,tiktok,11.11111111111111,11.11111111111111,9
69,linear,email,11.11111111111111,11.11111111111111,9
69,linear,facebook,11.11111111111111,11.11111111111111,9
69,linear,facebook,11.11111111111111,11.11111111111111,9
69,linear,organic,11.11111111111111,11.11111111111111,9
69,linear,tiktok,11.11111111111111,11.11111111111111,9
69,time_decay,tiktok,0.19569471624266144,0.19569471624266144,9
69,time_decay,facebook,0.3913894324853229,0.3913894324853229,9
69,time_decay,email,0.7827788649706457,0.7827788649706457,9
69,time_decay,tiktok,1.5655577299412915,1.5655577299412915,9
69,time_decay,email,3.131115459882583,3.131115459882583,9
69,time_decay,facebook,6.262230919765166,6.262230919765166,9
69,time_decay,facebook,12.524461839530332,12.524461839530332,9
69,time_decay,organic,25.048923679060664,25.048923679060664,9
69,time_decay,tiktok,50.09784735812133,50.09784735812133,9
69,position_based,tiktok,40.0,40.0,9
69,position_based,facebook,2.8571428571428568,2.8571428571428568,9
69,position_based,email,2.8571428571428568,2.8571428571428568,9
69,position_based,tiktok,2.8571428571428568,2.8571428571428568,9
69,position_based,email,2.8571428571428568,2.8571428571428568,9
69,position_based,facebook,2.8571428571428568,2.8571428571428568,9
69,position_based,facebook,2.8571428571428568,2.8571428571428568,9
69,position_based,organic,2.8571428571428568,2.8571428571428568,9
69,position_based,tiktok,40.0,40.0,9
80,last_click,google_search,100.0,100.0,2
80,linear,google_search,50.0,50.0,2
80,linear,google_search,50.0,50.0,2
80,time_decay,google_search,33.33333333333333,33.33333333333333,2
80,time_decay,google_search,66.66666666666666,66.66666666666666,2
80,position_based,google_search,50.0,50.0,2
80,position_based,google_search,50.0,50.0,2
86,last_click,tiktok,100.0,100.0,4
86,linear,instagram,25.0,25.0,4
86,linear,organic,25.0,25.0,4
86,linear,display,25.0,25.0,4
86,linear,tiktok,25.0,25.0,4
86,time_decay,instagram,6.666666666666667,6.666666666666667,4
86,time_decay,organic,13.333333333333334,13.333333333333334,4
86,time_decay,display,26.666666666666668,26.666666666666668,4
86,time_decay,tiktok,53.333333333333336,53.333333333333336,4
86,position_based,instagram,40.0,40.0,4
86,position_based,organic,9.999999999999998,9.999999999999998,4
86,position_based,display,9.999999999999998,9.999999999999998,4
86,position_based,tiktok,40.0,40.0,4
91,last_click,email,100.0,100.0,2
91,linear,email,50.0,50.0,2
91,linear,email,50.0,50.0,2
91,time_decay,email,33.33333333333333,33.33333333333333,2
91,time_decay,email,66.66666666666666,66.66666666666666,2
91,position_based,email,50.0,50.0,2
91,position_based,email,50.0,50.0,2
93,last_click,email,100.0,100.0,5
93,linear,google_search,20.0,20.0,5
93,linear,facebook,20.0,20.0,5
93,linear,display,20.0,20.0,5
93,linear,email,20.0,20.0,5
93,linear,email,20.0,20.0,5
93,time_decay,google_search,3.225806451612903,3.225806451612903,5
93,time_decay,facebook,6.451612903225806,6.451612903225806,5
93,time_decay,display,12.903225806451612,12.903225806451612,5
93,time_decay,email,25.806451612903224,25.806451612903224,5
93,time_decay,email,51.61290322580645,51.61290322580645,5
93,position_based,google_search,40.0,40.0,5
93,position_based,facebook,6.666666666666665,6.666666666666665,5
93,position_based,display,6.666666666666665,6.666666666666665,5
93,position_based,email,6.666666666666665,6.666666666666665,5
93,position_based,email,40.0,40.0,5
95,last_click,tiktok,100.0,100.0,3
95,linear,tiktok,33.333333333333336,33.333333333333336,3
95,linear,organic,33.333333333333336,33.333333333333336,3
95,linear,tiktok,33.333333333333336,33.333333333333336,3
95,time_decay,tiktok,14.285714285714285,14.285714285714285,3
95,time_decay,organic,28.57142857142857,28.57142857142857,3
95,time_decay,tiktok,57.14285714285714,57.14285714285714,3
95,position_based,tiktok,40.0,40.0,3
95,position_based,organic,19.999999999999996,19.999999999999996,3
95,position_based,tiktok,40.0,40.0,3
98,last_click,google_search,100.0,100.0,2
98,linear,facebook,50.0,50.0,2
98,linear,google_search,50.0,50.0,2
98,time_decay,facebook,33.33333333333333,33.33333333333333,2
98,time_decay,google_search,66.66666666666666,66.66666666666666,2
98,position_based,facebook,50.0,50.0,2
98,position_based,google_search,50.0,50.0,2
107,last_click,email,100.0,100.0,4
107,linear,email,25.0,25.0,4
107,linear,instagram,25.0,25.0,4
107,linear,email,25.0,25.0,4
107,linear,email,25.0,25.0,4
107,time_decay,email,6.666666666666667,6.666666666666667,4
107,time_decay,instagram,13.333333333333334,13.333333333333334,4
107,time_decay,email,26.666666666666668,26.666666666666668,4
107,time_decay,email,53.333333333333336,53.333333333333336,4
107,position_based,email,40.0,40.0,4
107,position_based,instagram,9.999999999999998,9.999999999999998,4
107,position_based,email,9.999999999999998,9.999999999999998,4
107,position_based,email,40.0,40.0,4
111,last_click,google_search,100.0,100.0,5
111,linear,tiktok,20.0,20.0,5
111,linear,facebook,20.0,20.0,5
111,linear,email,20.0,20.0,5
111,linear,display,20.0,20.0,5
111,linear,google_search,20.0,20.0,5
111,time_decay,tiktok,3.225806451612903,3.225806451612903,5
111,time_decay,facebook,6.451612903225806,6.451612903225806,5
111,time_decay,email,12.903225806451612,12.903225806451612,5
111,time_decay,display,25.806451612903224,25.806451612903224,5
111,time_decay,google_search,51.61290322580645,51.61290322580645,5
111,position_based,tiktok,40.0,40.0,5
111,position_based,facebook,6.666666666666665,6.666666666666665,5
111,position_based,email,6.666666666666665,6.666666666666665,5
111,position_based,display,6.666666666666665,6.666666666666665,5
111,position_based,google_search,40.0,40.0,5
124,last_click,google_search,100.0,100.0,6
124,linear,instagram,16.666666666666668,16.666666666666668,6
124,linear,tiktok,16.666666666666668,16.666666666666668,6
124,linear,display,16.666666666666668,16.666666666666668,6
124,linear,facebook,16.666666666666668,16.666666666666668,6
124,linear,tiktok,16.666666666666668,16.666666666666668,6
124,linear,google_search,16.666666666666668,16.666666666666668,6
124,time_decay,instagram,1.5873015873015872,1.5873015873015872,6
124,time_decay,tiktok,3.1746031746031744,3.1746031746031744,6
124,time_decay,display,6.349206349206349,6.349206349206349,6
124,time_decay,facebook,12.698412698412698,12.698412698412698,6
124,time_decay,tiktok,25.396825396825395,25.396825396825395,6
124,time_decay,google_search,50.79365079365079,50.79365079365079,6
124,position_based,instagram,40.0,40.0,6
124,position_based,tiktok,4.999999999999999,4.999999999999999,6
124,position_based,display,4.999999999999999,4.999999999999999,6
124,position_based,facebook,4.999999999999999,4.999999999999999,6
124,position_based,tiktok,4.999999999999999,4.999999999999999,6
124,position_based,google_search,40.0,40.0,6
132,last_click,google_search,100.0,100.0,3
132,linear,display,33.333333333333336,33.333333333333336,3
132,linear,display,33.333333333333336,33.333333333333336,3
132,linear,google_search,33.333333333333336,33.333333333333336,3
132,time_decay,display,14.285714285714285,14.285714285714285,3
132,time_decay,display,28.57142857142857,28.57142857142857,3
132,time_decay,google_search,57.14285714285714,57.14285714285714,3
132,position_based,display,40.0,40.0,3
132,position_based,display,19.999999999999996,19.999999999999996,3
132,position_based,google_search,40.0,40.0,3
143,last_click,google_search,100.0,100.0,6
143,linear,tiktok,16.666666666666668,16.666666666666668,6
143,linear,facebook,16.666666666666668,16.666666666666668,6
143,linear,facebook,16.666666666666668,16.666666666666668,6
143,linear,display,16.666666666666668,16.666666666666668,6
143,linear,instagram,16.666666666666668,16.666666666666668,6
143,linear,google_search,16.666666666666668,16.666666666666668,6
143,time_decay,tiktok,1.5873015873015872,1.5873015873015872,6
143,time_decay,facebook,3.1746031746031744,3.1746031746031744,6
143,time_decay,facebook,6.349206349206349,6.349206349206349,6
143,time_decay,display,12.698412698412698,12.698412698412698,6
143,time_decay,instagram,25.396825396825395,25.396825396825395,6
143,time_decay,google_search,50.79365079365079,50.79365079365079,6
143,position_based,tiktok,40.0,40.0,6
143,position_based,facebook,4.999999999999999,4.999999999999999,6
143,position_based,facebook,4.999999999999999,4.999999999999999,6
143,position_based,display,4.999999999999999,4.999999999999999,6
143,position_based,instagram,4.999999999999999,4.999999999999999,6
143,position_based,google_search,40.0,40.0,6
156,last_click,display,100.0,100.0,4
156,linear,instagram,25.0,25.0,4
156,linear,email,25.0,25.0,4
156,linear,organic,25.0,25.0,4
156,linear,display,25.0,25.0,4
156,time_decay,instagram,6.666666666666667,6.666666666666667,4
156,time_decay,email,13.333333333333334,13.333333333333334,4
156,time_decay,organic,26.666666666666668,26.666666666666668,4
156,time_decay,display,53.333333333333336,53.333333333333336,4
156,position_based,instagram,40.0,40.0,4
156,position_based,email,9.999999999999998,9.999999999999998,4
156,position_based,organic,9.999999999999998,9.999999999999998,4
156,position_based,display,40.0,40.0,4
159,last_click,display,100.0,100.0,8
159,linear,tiktok,12.5,12.5,8
159,linear,instagram,12.5,12.5,8
159,linear,facebook,12.5,12.5,8
159,linear,instagram,12.5,12.5,8
159,linear,instagram,12.5,12.5,8
159,linear,email,12.5,12.5,8
159,linear,tiktok,12.5,12.5,8
159,linear,display,12.5,12.5,8
159,time_decay,tiktok,0.39215686274509803,0.39215686274509803,8
159,time_decay,instagram,0.7843137254901961,0.7843137254901961,8
159,time_decay,facebook,1.5686274509803921,1.5686274509803921,8
159,time_decay,instagram,3.1372549019607843,3.1372549019607843,8
159,time_decay,instagram,6.2745098039215685,6.2745098039215685,8
159,time_decay,email,12.549019607843137,12.549019607843137,8
159,time_decay,tiktok,25.098039215686274,25.098039215686274,8
159,time_decay,display,50.19607843137255,50.19607843137255,8
159,position_based,tiktok,40.0,40.0,8
159,position_based,instagram,3.3333333333333326,3.3333333333333326,8
159,position_based,facebook,3.3333333333333326,3.3333333333333326,8
159,position_based,instagram,3.3333333333333326,3.3333333333333326,8
159,position_based,instagram,3.3333333333333326,3.3333333333333326,8
159,position_based,email,3.3333333333333326,3.3333333333333326,8
159,position_based,tiktok,3.3333333333333326,3.3333333333333326,8
159,position_based,display,40.0,40.0,8
160,last_click,google_search,100.0,100.0,2
160,linear,instagram,50.0,50.0,2
160,linear,google_search,50.0,50.0,2
160,time_decay,instagram,33.33333333333333,33.33333333333333,2
160,time_decay,google_search,66.66666666666666,66.66666666666666,2
160,position_based,instagram,50.0,50.0,2
160,position_based,google_search,50.0,50.0,2
166,last_click,google_search,100.0,100.0,3
166,linear,display,33.333333333333336,33.333333333333336,3
166,linear,organic,33.333333333333336,33.333333333333336,3
166,linear,google_search,33.333333333333336,33.333333333333336,3
166,time_decay,display,14.285714285714285,14.285714285714285,3
166,time_decay,organic,28.57142857142857,28.57142857142857,3
166,time_decay,google_search,57.14285714285714,57.14285714285714,3
166,position_based,display,40.0,40.0,3
166,position_based,organic,19.999999999999996,19.999999999999996,3
166,position_based,google_search,40.0,40.0,3
168,last_click,instagram,100.0,100.0,2
168,linear,facebook,50.0,50.0,2
168,linear,instagram,50.0,50.0,2
168,time_decay,facebook,33.33333333333333,33.33333333333333,2
168,time_decay,instagram,66.66666666666666,66.66666666666666,2
168,position_based,facebook,50.0,50.0,2
168,position_based,instagram,50.0,50.0,2
174,last_click,facebook,100.0,100.0,7
174,linear,display,14.285714285714286,14.285714285714286,7
174,linear,display,14.285714285714286,14.285714285714286,7
174,linear,facebook,14.285714285714286,14.285714285714286,7
174,linear,google_search,14.285714285714286,14.285714285714286,7
174,linear,google_search,14.285714285714286,14.285714285714286,7
174,linear,instagram,14.285714285714286,14.285714285714286,7
174,linear,facebook,14.285714285714286,14.285714285714286,7
174,time_decay,display,0.7874015748031495,0.7874015748031495,7
174,time_decay,display,1.574803149606299,1.574803149606299,7
174,time_decay,facebook,3.149606299212598,3.149606299212598,7
174,time_decay,google_search,6.299212598425196,6.299212598425196,7
174,time_decay,google_search,12.598425196850393,12.598425196850393,7
174,time_decay,instagram,25.196850393700785,25.196850393700785,7
174,time_decay,facebook,50.39370078740157,50.39370078740157,7
174,position_based,display,40.0,40.0,7
174,position_based,display,3.999999999999999,3.9999999999999996,7
174,position_based,facebook,3.999999999999999,3.9999999999999996,7
174,position_based,google_search,3.999999999999999,3.9999999999999996,7
174,position_based,google_search,3.999999999999999,3.9999999999999996,7
174,position_based,instagram,3.999999999999999,3.9999999999999996,7
174,position_based,facebook,40.0,40.0,7
176,last_click,facebook,100.0,100.0,3
176,linear,display,33.333333333333336,33.333333333333336,3
176,linear,email,33.333333333333336,33.333333333333336,3
176,linear,facebook,33.333333333333336,33.333333333333336,3
176,time_decay,display,14.285714285714285,14.285714285714285,3
176,time_decay,email,28.57142857142857,28.57142857142857,3
176,time_decay,facebook,57.14285714285714,57.14285714285714,3
176,position_based,display,40.0,40.0,3
176,position_based,email,19.999999999999996,19.999999999999996,3
176,position_based,facebook,40.0,40.0,3
178,last_click,google_search,100.0,100.0,6
178,linear,email,16.666666666666668,16.666666666666668,6
178,linear,instagram,16.666666666666668,16.666666666666668,6
178,linear,instagram,16.666666666666668,16.666666666666668,6
178,linear,facebook,16.666666666666668,16.666666666666668,6
178,linear,facebook,16.666666666666668,16.666666666666668,6
178,linear,google_search,16.666666666666668,16.666666666666668,6
178,time_decay,email,1.5873015873015872,1.5873015873015872,6
178,time_decay,instagram,3.1746031746031744,3.1746031746031744,6
178,time_decay,instagram,6.349206349206349,6.349206349206349,6
178,time_decay,facebook,12.698412698412698,12.698412698412698,6
178,time_decay,facebook,25.396825396825395,25.396825396825395,6
178,time_decay,google_search,50.79365079365079,50.79365079365079,6
178,position_based,email,40.0,40.0,6
178,position_based,instagram,4.999999999999999,4.999999999999999,6
178,position_based,instagram,4.999999999999999,4.999999999999999,6
178,position_based,facebook,4.999999999999999,4.999999999999999,6
178,position_based,facebook,4.999999999999999,4.999999999999999,6
178,position_based,google_search,40.0,40.0,6
182,last_click,display,100.0,100.0,8
182,linear,organic,12.5,12.5,8
182,linear,facebook,12.5,12.5,8
182,linear,organic,12.5,12.5,8
182,linear,google_search,12.5,12.5,8
182,linear,organic,12.5,12.5,8
182,linear,tiktok,12.5,12.5,8
182,linear,organic,12.5,12.5,8
182,linear,display,12.5,12.5,8
182,time_decay,organic,0.39215686274509803,0.39215686274509803,8
182,time_decay,facebook,0.7843137254901961,0.7843137254901961,8
182,time_decay,organic,1.5686274509803921,1.5686274509803921,8
182,time_decay,google_search,3.1372549019607843,3.1372549019607843,8
182,time_decay,organic,6.2745098039215685,6.2745098039215685,8
182,time_decay,tiktok,12.549019607843137,12.549019607843137,8
182,time_decay,organic,25.098039215686274,25.098039215686274,8
182,time_decay,display,50.19607843137255,50.19607843137255,8
182,position_based,organic,40.0,40.0,8
182,position_based,facebook,3.3333333333333326,3.3333333333333326,8
182,position_based,organic,3.3333333333333326,3.3333333333333326,8
182,position_based,google_search,3.3333333333333326,3.3333333333333326,8
182,position_based,organic,3.3333333333333326,3.3333333333333326,8
182,position_based,tiktok,3.3333333333333326,3.3333333333333326,8
182,position_based,organic,3.3333333333333326,3.3333333333333326,8
182,position_based,display,40.0,40.0,8
195,last_click,google_search,100.0,100.0,5
195,linear,tiktok,20.0,20.0,5
195,linear,facebook,20.0,20.0,5
195,linear,google_search,20.0,20.0,5
195,linear,instagram,20.0,20.0,5
195,linear,google_search,20.0,20.0,5
195,time_decay,tiktok,3.225806451612903,3.225806451612903,5
195,time_decay,facebook,6.451612903225806,6.451612903225806,5
195,time_decay,google_search,12.903225806451612,12.903225806451612,5
195,time_decay,instagram,25.806451612903224,25.806451612903224,5
195,time_decay,google_search,51.61290322580645,51.61290322580645,5
195,position_based,tiktok,40.0,40.0,5
195,position_based,facebook,6.666666666666665,6.666666666666665,5
195,position_based,google_search,6.666666666666665,6.666666666666665,5
195,position_based,instagram,6.666666666666665,6.666666666666665,5
195,position_based,google_search,40.0,40.0,5
224,last_click,instagram,100.0,100.0,8
224,linear,email,12.5,12.5,8
224,linear,email,12.5,12.5,8
224,linear,display,12.5,12.5,8
224,linear,facebook,12.5,12.5,8
224,linear,instagram,12.5,12.5,8
224,linear,organic,12.5,12.5,8
224,linear,instagram,12.5,12.5,8
224,linear,instagram,12.5,12.5,8
224,time_decay,email,0.39215686274509803,0.39215686274509803,8
224,time_decay,email,0.7843137254901961,0.7843137254901961,8
224,time_decay,display,1.5686274509803921,1.5686274509803921,8
224,time_decay,facebook,3.1372549019607843,3.1372549019607843,8
224,time_decay,instagram,6.2745098039215685,6.2745098039215685,8
224,time_decay,organic,12.549019607843137,12.549019607843137,8
224,time_decay,instagram,25.098039215686274,25.098039215686274,8
224,time_decay,instagram,50.19607843137255,50.19607843137255,8
224,position_based,email,40.0,40.0,8
224,position_based,email,3.3333333333333326,3.3333333333333326,8
224,position_based,display,3.3333333333333326,3.3333333333333326,8
224,position_based,facebook,3.3333333333333326,3.3333333333333326,8
224,position_based,instagram,3.3333333333333326,3.3333333333333326,8
224,position_based,organic,3.3333333333333326,3.3333333333333326,8
224,position_based,instagram,3.3333333333333326,3.3333333333333326,8
224,position_based,instagram,40.0,40.0,8
230,last_click,google_search,100.0,100.0,3
230,linear,organic,33.333333333333336,33.333333333333336,3
230,linear,email,33.333333333333336,33.333333333333336,3
230,linear,google_search,33.333333333333336,33.333333333333336,3
230,time_decay,organic,14.285714285714285,14.285714285714285,3
230,time_decay,email,28.57142857142857,28.57142857142857,3
230,time_decay,google_search,57.14285714285714,57.14285714285714,3
230,position_based,organic,40.0,40.0,3
230,position_based,email,19.999999999999996,19.999999999999996,3
230,position_based,google_search,40.0,40.0,3
231,last_click,tiktok,100.0,100.0,6
231,linear,instagram,16.666666666666668,16.666666666666668,6
231,linear,tiktok,16.666666666666668,16.666666666666668,6
231,linear,display,16.666666666666668,16.666666666666668,6
231,linear,google_search,16.666666666666668,16.666666666666668,6
231,linear,google_search,16.666666666666668,16.666666666666668,6
231,linear,tiktok,16.666666666666668,16.666666666666668,6
231,time_decay,instagram,1.5873015873015872,1.5873015873015872,6
231,time_decay,tiktok,3.1746031746031744,3.1746031746031744,6
231,time_decay,display,6.349206349206349,6.349206349206349,6
231,time_decay,google_search,12.698412698412698,12.698412698412698,6
